name,iso_country,municipality,iata_code
Chenoweth Airport,US,Last Chance,
Flying M & M Ranch Airport,US,Norwood,
Century Helicopters Heliport,US,Fort Collins,
Cartwheel Airport,US,Mead,
Van Treese Airport,US,Monte Vista,
Sharon Hospital Heliport,US,Sharon,
Bristol-Myers Squibb Company Heliport,US,Wallingford,
Windham Hospital Heliport,US,Willimantic,
N B G H Heliport,US,New Britain,
Burke Heliport,US,Prospect,
St Francis Hospital Heliport,US,Hartford,
Middletown Heliport,US,Middletown,
Bridgeport Hospital Heliport,US,Bridgeport,
Danbury Hospital Heliport,US,Danbury,
Hartford Hospital Heliport,US,Hartford,
Wilber Municipal Airport,US,Wilber,
Ada Airport,US,Ada,
Air Park North,US,Alba,
Corydon Airport,US,Corydon,
Doral Resort & Country Club Heliport,US,Miami,
Ott's Landing Airport,US,Arcadia,
Doctors Memorial Hospital #2 Heliport,US,Perry,
Briley Farm Seaplane Base,US,Oakland,
The 2A Ranch Airport,US,Ormond Beach,
Panhandle Helicopter Llc Heliport,US,Panama City Beach,
Dolphin Stadium Heliport,US,Miami,
Dugger Field,US,Freeport,
Cloverleaf Farms Ii Inc. Heliport,US,Reddick,
Breezy Knoll Airport,US,Defuniak Springs,
Fulton Seaplane Base,US,Sebastian,
Joy Farms Airport,US,Defuniak Springs,
Harper's Fly-In Ranch Airport,US,Clewiston,
Thompson Airfield,US,Branford,
Alligator Drink Seaplane Base,US,Geneva,
Old Town Ems Heliport,US,Old Town,
Jackson Heliport,US,Alford,
Lake Conway South Seaplane Base,US,Belle Isle,
Stanchester Airport,US,Lithia,
Wcpx Tv-6 Heliport,US,Orlando,
Gary Gale Seaplane Base,US,Jacksonville,
Mc Daniel Ranch Inc. Airport,US,Clewiston,
North Buffalo Suburban Airport,US,Lockport,
Grand Marais/Cook County Seaplane Base,US,Grand Marais,
Halls Flying Ranch Airport,US,Hampton,
Mustang Field,US,Hartwell,
Airnautique, Inc. Airport,US,Hartwell,
Ayresouth Airport,US,Temple,
Paradise Falls Airport,US,High Shoals,
Big Canoe Heliport,US,Jasper,
Sunset Strip,US,Jersey,
Hickory Level Airfield,US,Temple,
Paso Fino Farm Airport,US,Valdosta,
Roberta Industrial Park Airport,US,Roberta,
Pinewood Airport,US,Douglasville,
Crystal Lake Airpark,US,Irwinville,
Lookout Mountain Airport,US,Trenton,
Pecan Patch Airstrip,US,Sunnyside,
Mountain Airpark,US,Cleveland,
Carpenter Airport,US,Appling,
Pegasus Ranch Airport,US,Rocky Ford,
Kahoka Municipal Airport,US,Kahoka,
Brazil Clay County Airport,US,Brazil,
Knoxville Area Community Hospital Heliport,US,Knoxville,
St Anthony Regional Hospital Heliport,US,Carroll,
Audubon County Memorial Hospital Heliport,US,Audubon,
Hawkeye Airport,US,Waterloo,
Sharar Field,US,Mediapolis,
Moore Private Airport,US,Millerton,
Rinehart Airport,US,Victor,
Cromwell Heliport,US,Cromwell,
Hannen Airport,US,Center Point,
Army Reserve Heliport,US,Middleton,
South Fork Ranch Airport,US,Featherville,
Ziggy's Airport,US,Filer,
Flying Joseph Ranch Airport,US,May,
Coyote Run Airport,US,Mountain Home,
Black Butte Ranch Airport,US,Shoshone,
Ez Lope Ranch Airport,US,Oreana,
Steele Memorial Heliport,US,Salmon,
Z X Ranch Airport,US,Murphy,
Pinnacle Airport,US,Grangeville,
Corral Creek Airport,US,Helmer,
Chuck's Airport,US,Albany,
Unsicker Airport,US,Bremen,
Creighton Airport,US,Bremen,
Miller Strip,US,Bunker Hill,
Marshall Field,US,Chalmers,
Kropf Airport,US,Goshen,
Frost Field,US,Greenfield,
Sutton's Field,US,Lowell,
Winters Airport,US,Hall,
Hamilton Memorial Hospital Heliport,US,Mc Leansboro,
Loyola University Medical Center Heliport,US,Broadview,
Griffin Airport,US,Alma,
Flying B Ranch Airport,US,Danville,
Good Samaritan Hospital Heliport,US,Downers Grove,
OSF St Luke Medical Center Heliport,US,Kewanee,
Kishwaukee Community Hospital Heliport,US,De Kalb,
Walter Airport,US,De Kalb,
Jack W. Watson Airport,US,De Kalb,
Snider Field,US,Decker,
The Lazy K Airport,US,Tocsin,
Graves Landing Strip,US,Winamac,
Air Park Field,US,Woodburn,
Byrne Field,US,Byrneville,
Roto-Whirl/Holiday Heliport,US,Indianapolis,
Roto-Whirl/Vantage Heliport,US,Indianapolis,
Parrish Airport,US,Mount Vernon,
Trinity Medical Center West Heliport,US,Rock Island,
Evanston/Glenbrook Heliport,US,Glenview,
Cady Aerial RLA Restricted Landing Area,US,Deer Grove,
Dawson Farms Airport,US,Lovington,
Dongola Heliport,US,Dongola,
Blessing Hospital At 11th St Heliport,US,Quincy,
Bernardin Heliport,US,West Brooklyn,
Abbeville Municipal Airport,US,Abbeville,
Flying Ten Airport,US,Archer,
Dobie's Airport,US,Inola,
J V Ranch Airport,US,Osage City,
Kellie Mann Airfield,US,Ottawa,
Camp Chippewa Airport,US,Ottawa,
Norris Airport,US,Lawrence,
Kendrigan Airport,US,Peck,
Mono Aircraft Airport,US,Cheney,
Pearce Field,US,Parsons,
Lmn 120 Airport,US,Douglas,
Owen Air Park,US,Owenton,
Arnemann Farms Airport,US,Franklin,
Mgt Station 2105 Heliport,US,Hartford,
Tennessee Gas Heliport,US,Load,
Cambron Field,US,Owensboro,
Falin Landing Strip,US,Bowling Green,
Tennessee Gas Heliport,US,Burnaugh,
Clinton-Hickman County Airport,US,Clinton,
Sky Airport,US,Manchester,
Pine Mountain Aero Heliport,US,Whitesburg,
Lida Junction Airport,US,Goldfield,
Goldfield Airport,US,Goldfield,
Winn Parish Medical Center Heliport,US,Winnfield,
West Hackberry Heliport,US,Hackberry,
Double H Ranch Airport,US,Gonzales,
Don Babin-Private Airport,US,Gonzales,
Belcher Airpatch Airport,US,Belcher,
North Caddo Medical Center Heliport,US,Vivian,
Conoco Inc Heliport,US,Grand Isle,
Freeport Sulphur Heliport,US,Grand Isle,
Exxon Heliport,US,Grand Isle,
Jackson Parish Hospital Heliport,US,Jonesboro,
Rebel Field,US,Watson,
Kaufield Airport,US,Belvidere,
Jerseyville Aviation Inc Airport,US,Jerseyville,
Murk's Strip,US,St. Augustine,
Koenig Airport,US,Jerseyville,
Flaherty Field,US,La Salle,
Busboom RLA Restricted Landing Area,US,St Joseph,
Gord Airport,US,Sandwich,
Valley West Hospital Heliport,US,Sandwich,
Savanna Army Depot Helipad,US,Savanna,
Theriot Field,US,Thibodaux,
Evergreen Fourchon Heliport,US,Golden Meadow,
Evergreen Venice Heliport,US,Venice,
Buller's Airstrip,US,Bunkie,
Trahan Ultralightport,US,Cankton,
Dufour Airport,US,Morrow,
Morgan Field,US,New Roads,
Lonesome Dove Airfield,US,Woodlawn,
Huenefeld Airport,US,Monroe,
Massachusetts General Hospital Heliport,US,Boston,
Healthalliance Hospital-Leominster Heliport,US,Leominster,
Reh Heliport,US,Rehoboth,
Boston Medical Center Hospital Heliport,US,Boston,
Brockton Usar Center Heliport,US,Brockton,
Wbz Heliport,US,Boston,
Textron/Everett Heliport,US,Everett,
Lleia Kyle O'Meara Heliport,US,Westminster,
Baltimore Washington Medical Center Heliport,US,Glen Burnie,
Taylor Field,US,Sudlersville,
Squier Landing Airport,US,Cobb Island,
The Johns Hopkins Hospital Heliport,US,Baltimore,
Pond View Private Airport,US,Chestertown,
Greater Laurel Beltsville Hospital Heliport,US,Laurel,
Walters Airport,US,Mount Airy,
The Aspen Institute Heliport,US,Queenstown,
Security Ford Heliport,US,Arbutus,
Calvert Memorial Hospital Heliport,US,Prince Frederick,
Peasley Field,US,Otis,
Sumner Heliport,US,Grand Rapids,
Sugar Springs Airpark,US,Gladwin,
Stier Airstrip,US,Glennie,
Kelleys Airport,US,Grayling,
Lesterson-Dempsey Airstrip,US,Gwinn,
Young's Airport,US,Hulbert,
Four Star Heliport,US,Carleton,
Twin Lakes Airport,US,Lewiston,
Henry Ford Hospital Heliport,US,Detroit,
Winner's Landing Seaplane Base,US,St Paul Park,
Brinkman Airport,US,St. Peter,
Grindstone Lake Seaplane Base,US,Sandstone,
Lower Hay Lake Seaplane Base,US,Jenkins,
Paul's Seaplane Base,US,Nisswa,
Pankratz Airport,US,Springfield,
Matson Field,US,Spring Valley,
Ely Bloomenson Community Hospital Heliport,US,Ely,
Keller Airport,US,Stillwater,
Triple H Heliport,US,Big Lake,
Ferros Ranch-Aero Airport,US,Clinton,
Flying G Airport,US,Creighton,
Short-N-Ruff Airport,US,Caledonia,
Arvin Ranch Airport,US,Drexel,
Bert Walter Berkowitz Heliport,US,Kansas City,
Joe D Lewis Airport,US,Edina,
Hall Airport,US,Edina,
St Joseph Hospital West Heliport,US,Lake Saint Louis,
Sloan's Airport,US,Elsberry,
Emerson Heliport,US,Ferguson,
Topton Air Estates Airport,US,Meridian,
Franklin Field,US,Meadville,
Morgan Field,US,Seminary,
Baptist Memorial Hospital-North Ms Heliport,US,Oxford,
Sheriff's Courthouse Heliport,US,Gulfport,
Lewis Air Service Airport,US,Leland,
Levert Heliport,US,Pass Christian,
Hale Field,US,Pontotoc,
Catfish Point Airport,US,Benoit,
Shenandoah Valley Farms Airport,US,Houston,
Williams Field,US,Augusta,
Big Sandy Medical Center Heliport,US,Big Sandy,
Stock Farm Heliport,US,Hamilton,
Kimp Airport,US,Hamilton,
Cottonwood Airport,US,Laurel,
Hanson Airport,US,Marion,
Pinehurst Ranch Airport,US,Thompson Falls,
Glacier Heli Tours Heliport,US,West Glacier,
Lone Hawk Airport,US,White Fish,
Eagle Field,US,Ellington,
Sunderland Airport,US,Avilla,
Christian Hospital Northeast Heliport,US,Florissant,
Hannibal Regional Hospital Heliport,US,Hannibal,
Slaughter Airport,US,Marceline,
Holden Heliport,US,Holden,
Bradbury-Rolf Memorial Heliport,US,Higginsville,
Lambs Field,US,Lone Jack,
Prince STOLport,US,Millersville,
Kenyon Heliport,US,Kenyon,
Bozeman Deaconess Hospital Heliport,US,Bozeman,
Roosterville Airport,US,Liberty,
Chandelle Estates Airport,US,Dover,
Deldot Helistop,US,Dover,
Albanna Aviation Airport,US,Felton,
Goerger Airport,US,Barney,
Sorlie Airport,US,Maddock,
Boyd's Turf Airport,US,Golva,
Wayne Memorial Hospital Inc. Heliport,US,Goldsboro,
Bearwallow Farm Airport,US,Hendersonville,
Moore Regional Hospital Heliport,US,Pinehurst,
Washington County Hospital Heliport,US,Plymouth,
Wake Medical Center Heliport,US,Raleigh,
Nash General Hospital Heliport,US,Rocky Mount,
Our Community Hospital Heliport,US,Scotland Neck,
Lindsay Airport,US,Madison,
Flying S Ranch Airport,US,Cleveland,
Maria Parham Health DLP Affiliate Heliport,US,Henderson,
Gilbertson Field,US,Flora,
Schumacher Strip,US,Hague,
Saville Private Airport,US,Hazelton,
Merrihew Airport,US,Ashby,
Runner Landing Area Airport,US,Ashby,
Merry Airport,US,Ashby,
Syracuse Hospital Heliport,US,Syracuse,
Franklin County Memorial Hospital Heliport,US,Franklin,
Newman Airport,US,Big Springs,
Frager Field,US,Fairfield,
Leinsing Heliport,US,Dover,
Atlantic City Medical Center Heliport,US,Atlantic City,
Berkeley Township Police Heliport,US,Bayville,
Ballymere Heliport,US,Morristown,
Mount Holly Heliport,US,Mount Holly,
Weichert Headquarters Heliport,US,Morris Plains,
Fla-Net Airport,US,Netcong,
Dix Field,US,Linwood,
Essex Generating Station Heliport,US,Newark,
Port Newark Helistop,US,Newark,
Jersey Tpke New Brunswick Helistop,US,New Brunswick,
Berdick Field,US,Cattaraugus,
Spring Brook Airport,US,Central Square,
Westwind Farm Airport,US,Charlton,
Seven Gullies Airport,US,Groveland,
Medical Center Heliport,US,Hempstead,
Mid-Hudson Helicopter Service Heliport,US,Hopewell Junction,
Lapeer Flyer Airport,US,Marathon,
Ibm King St Heliport,US,Armonk,
Rocky Reef Farm Airport,US,Attlebury,
Lakeview Airport,US,Chittenango,
Columbus Municipal Airport,US,Columbus,
Negrito Airstrip,US,Reserve,
Summerlin Medical Center Heliport,US,Las Vegas,
Bennetts Airport,US,North Creek,
Russell Field,US,Northumberland,
Kermizian Airport,US,Ohio,
State Police Troop D Heliport,US,Oneida,
New York State Police Heliport,US,Auburn,
Murphys Landing Strip,US,Perth,
Wenskoski Field,US,Perth,
San Luis Reservoir Seaplane Base,US,Los Banos,
Corning Municipal Airport,US,Corning,
Ward Field,US,Gasquet,
Cirino Heliport,US,Chagrin Falls,
Jenkins Field,US,North Hampton,
Hamilton County Sheriff's Patrol Heliport,US,Forest Park,
Upper Valley Medical Center Heliport,US,Troy,
Fry Field,US,Spring Valley,
Apple Airport,US,Piqua,
Fry Airport,US,Piqua,
Parknavy Airport,US,Plain City,
Foltz Heliport,US,East Canton,
Autolite Heliport,US,Fostoria,
Unger Field,US,Greenfield,
Galloway Airport,US,Sandusky,
Salt Box Airport,US,Hiram,
Victor's Landing Airport,US,Kingsville,
Hidden Quarry Airport,US,Lucasville,
Edmond Airport,US,Edmond,
Mckey Airport,US,Elmore City,
Parkview Hospital Heliport,US,El Reno,
Mckinley Ranch Airport,US,Geary,
Rock Creek Farm Airport,US,Coal Gate,
Chappell Airport,US,Guthrie,
Ellis/Harvey Airport,US,Guthrie,
Shattuck Hospital Heliport,US,Shattuck,
Cade's Airport,US,Covington,
Crystal Airport,US,Jennings,
Providence Hospital Heliport,US,Medford,
Hendershots Heliport,US,Merlin,
Long Ranch Airport,US,Merrill,
Round Butte Heliport,US,Metolius,
East Oregon Cattle Co Airport,US,Eagle Point,
Rome Service Airport,US,Rome,
Marr Field,US,Monmouth,
Sutton on Rogue Airport,US,White City,
Hanel Field,US,Mount Hood,
Valley Forge Bicentennial Heliport,US,Norristown,
Van Pak Airport,US,Prairie View,
Shoestring Aviation Airfield,US,Stewartstown,
Philadelphia Gliderport,US,Hilltown,
Phoenix Technologies Heliport,US,Norristown,
Haunstein Ultralightport,US,Shermans Dale,
Robbins Farm Airport,US,Troy,
Ecko Field,US,Hummelstown,
Fisher Airport,US,Franklin,
Hostetler Airport,US,Huntingdon,
Linvill Airport,US,Media,
Geisinger Community Medical Center Nap Heliport,US,Scranton,
Carson Heliport,US,Perkasie,
Fletcher Airport,US,Sheakeyville,
Pete's Water Landing Seaplane Base,US,Freeport,
Flying Acres Airport,US,Slippery Rock,
Wyeth-Ayerst Nr Heliport,US,Collegeville,
Kitner Airport,US,New Bloomfield,
Nichols Airport,US,Spartansburg,
Memmi Airport,US,Three Springs,
Drillmore Acres Airport,US,Newburg,
Shriver Airport,US,Titusville,
Paul Personal Use Airport,US,Titusville,
Frederick Airpark,US,Tylersburg,
Mc Crory Stores Heliport,US,York,
Marian Heliport,US,Weatherly,
Carsonville Airport,US,Carsonville,
Old Orchard Airport,US,Curwensville,
Used Parts Heliport,US,East Bangor,
Herbst Heliport,US,East Prospect,
Harman Airport,US,Elizabethville,
Bayfront Garage Heliport,US,Erie,
Delaware Valley Medical Center Heliport,US,Fairless Hills,
Sonoma Valley Airport,US,Schellville/Sonoma,
Selma Airport,US,Selma,
Shingletown Airport,US,Shingletown,
Sonoma Skypark Airport,US,Sonoma,
Lincoln Municipal Airport,US,Lincoln,
The Red River Airport,US,Coushatta,
Plainville Airpark,US,Plainville,
Meadow Creek Usfs Airport,US,Meadow Creek,
Stockton Municipal Airport,US,Stockton,
Nez Perce Municipal Airport,US,Nez Perce,
Lenling Airport,US,Glencross,
Lodi Airport,US,Wakonda,
Prairie Lakes West Heliport,US,Watertown,
Bledsoe Ranch Airport,US,Hoover,
Brookview Manor Heliport,US,Brookings,
The Fort Heliport,US,Custer,
Oasis Ranch Airport,US,Philip,
Porch Ranch Airport,US,Wanblee,
Juhnke Airport,US,Vivian,
Crazy Horse Heliport,US,Custer,
Ira Biffle Airfield,US,Marble Hill,
Kittyhawk Airport,US,Allen,
Mainland Regional Health Care System Heliport,US,Lamarque/Texas City,
Buddy Harmel Airport,US,Halfway,
Smith Farms Airport,US,Halfway,
Tate Ranch Airport,US,Dryden,
Erco Field,US,Kaufman,
Metro Heli-Pad Heliport,US,Houston,
Arco Ingleside Shorebase Heliport,US,Ingleside,
Alta Vista Ranch Airport,US,Marfa,
Womack Plantation Airport,US,Paris,
Houston Oil & Minerals Port Bolivar Nr 2 Heliport,US,Port Bolivar,
Robertson Ranch Airport,US,Comstock,
Christus Spohn Hospital Memorial Heliport,US,Corpus Christi,
Bell Helicopter Hurst Heliport,US,Hurst,
Buzz Field,US,Roaring Springs,
Hilltop Lakes Airport,US,Hilltop Lakes,
Santa Maria Ranch Airport,US,Laredo,
Gorman Airport,US,Gorman,
LBJ Ranch Airport,US,Johnson City,JCY
Texas World Speedway Helistop Nr 1 Heliport,US,College Station,
Texas World Speedway Helistop Nr 2 Heliport,US,College Station,
R & S Buzzard Airport,US,Spring Hill,
Tims Ford Seaplane Base,US,Tullahoma,
Village Airport,US,Greenback,
Park West Heliport,US,Knoxville,
Physicians Medical Regional Center Heliport,US,Knoxville,
Mc Donald Airport,US,Murfreesboro,
Riner Farm Airport,US,Norris,
Horne Properties Heliport,US,Knoxville,
Erlanger Medical Center Heliport,US,Chattanooga,
East Tennessee Children's Hospital Heliport,US,Knoxville,
Flower Mound Airport,US,Flower Mound,
Dooley Airport,US,Justin,
Ultralight International Ultralightport,US,Haslet,
Houston Heliport,US,Houston,
Ullrich Airport,US,Ledbetter,
Lake Bay Gall Airport,US,Cleveland,
Harris County Courthouse Heliport,US,Houston,
Flying U Airport,US,Mineral Wells,
Flying 'K' Ranch Ultralightport,US,Mercedes,
Jim Roach Field,US,Niederwald,
Nassau Bay Airport,US,Granbury,
Pecan Plantation Airport,US,Granbury,
Heliport-Facility 5a Heliport,US,Grand Prairie,
UT Health East Texas Carthage Hospital Heliport,US,Carthage,
Aerospatiale Helicopter Corp Heliport,US,Grand Prairie,
Shiloh Airport,US,Flower Mound,
Elm Creek Airpark,US,Seguin,
Lazy K Acres Airport,US,Grapevine,
Jacobia Field,US,Greenville,
Card Aerodrome,US,Greenville,
Landmark US Forest Service Airport,US,Landmark,
Warm Springs Creek Airport,US,Lowman,
Copper Basin Airport,US,Mackay,
Mahoney Creek US Forest Service Airport,US,Mahoney Creek,
Hollow Top Airport,US,Martin,
May Airport,US,May,
Lee Williams Memorial Airport,US,Midvale,
Mostly Harmless Heliport,US,Bumpass,
Johnson Fox Field,US,Bedford,
Riverwood Airport,US,Iron Gate,
Hunt Airport,US,Manquin,
Worley Field,US,Rocky Mount,
Coffman Field,US,Richmond,
Mc Guire Va Medical Center Pad Heliport,US,Richmond,
Flatrock Air Strip,US,Richmond,
Jayarz Airport,US,Mannboro,
Handy Strip,US,Gloucester Court House,
Brooklyn Airport,US,Manquin,
Seattle Seaplanes Seaplane Base,US,Seattle,
Floathaven Seaplane Base,US,Bellingham,
Streamline Heliport,US,Machias,
Dwight Field,US,Chehalis,
Curtis Airport,US,Curtis,
Air Columbia Heliport,US,Stevenson,
Hansen Heliport,US,East Wenatchee,
Ware Mountain Heliport,US,Mount Vernon,
Stevens Memorial Hospital Heliport,US,Edmonds,
Shamrock Port Heliport,US,Newman Lake,
Childrens Hospital Emergency Heliport,US,Seattle,
Naval Station Everett Heliport,US,Everett,
Aurora St Luke's Medical Center Heliport,US,Milwaukee,
Mort's Landing Airport,US,Comstock,
Doering Farms Airfield,US,Monches,
Aurora Lakeland Medical Center Heliport,US,Elkhorn,
Snow Crest Ranch Airport,US,Montello,
Crash In International Airport,US,Husher,
Simandl Field/Private Airport,US,Muskego,
With Wings And A Halo Airport,US,Neenah,
Oconomowoc Airport,US,Oconomowoc,
Mc Manus Hoonch-Na-Shee-Kaw Airport,US,Oregon,
Rucilla's Roost Airport,US,Sequim,
Shangri-La Airport,US,Selah,
Coopers Landing,US,Kennewick,
Olympia Heliport,US,Olympia,
Potts Field,US,North Cape,
L-Z Blue Thunder Heliport,US,Blaine,
Enumclaw Community Hospital Heliport,US,Enumclaw,
Sheldon Heliport,US,Coeur D'Alene,
Wings For Christ Airport,US,Omak,
Freedom Air Ranch Airport,US,Freedom,
Dorsey Creek Ranch Airport,US,Basin,
Parkland Hospital Nr 2 Heliport,US,Dallas,
Fort Duncan Medical Center Heliport,US,Eagle Pass,
Midstream Freeport Heliport,US,Freeport,
Seven C's Ranch Airport,US,Freer,
74 Ranch Airport,US,Campbellton,
Jaxon Landing Heliport,US,Lubbock,
Bar 3 Ranch Airport,US,Georgetown,
Ohho Airport,US,Dripping Springs,
Methodist Mansfield Medical Center Heliport,US,Mansfield,
Diamond H Ranch Airport,US,Catarina,
Rodgers Roost Airport,US,El Campo,
John Fields Ranch Airport,US,Sonora,
South Texas Project Heliport,US,Palacios,
Eds Heliport,US,Allen,
Southeastern Helicopters Heliport,US,South Padre Island,
Lakeside Beach Airport,US,Spicewood,
